b'train no 22811 coach no b-8 seat no -53 pnr no -6228387237 food quality is Very good staff behaviour https://t.co/CraQUGfLlC'
"b""train no-22823.PNr no.6628154883 I am traveling from cuttack to new Delhi...it's was a good experien https://t.co/UXgozkAM7F"""
b'sir please look that food of indian railway sir am travle now 24887 https://t.co/xDmpsNe2qA'
"b'train no 22812 coach no a-1 seat no -33,34 pnr no -2361106814 food quality is very good staff behavio https://t.co/P3Ex4hrYOG'"
"b""Let's read 28 Indian Railway Stations You Definitely Need to Eat At If You Are In Love With Food by click this https://t.co/NFlGxzrTNU ! :)"""
"b""_in dude they can't,sorry but The Indian Railway Catering and Tourism Corporation (IRCTC i https://t.co/8fYbtT2NCU"""
b'RT Who doesnt like to eat delicious #FoodNetwork 28 Indian Railway Stations You Definitely Need to Eat At If You Are In Love Wit\xe2\x80\xa6'
b'Who doesnt like to eat delicious #FoodNetwork 28 Indian Railway Stations You Definitely Need to Eat At If You Are I https://t.co/tA03rnXZ1i'
"b'train no 22811 coach no b-11 seat no-14,16 pnr no-6227788316 food quality is very good staff behaviou https://t.co/cCqXiYlJxl'"
b'Travelling from Sealdah New delhi duranto today and till now https://t.co/hsQXxom9Sr'
b'Travelling from Sealdah New delhi duranto today and till https://t.co/5L6FfKen8G'
b'I am travelling from Buxar to New Delhi with Magadh Express(T https://t.co/EhAbTiVz06'
b'Please see the food quality of Indian Railway Train 12039 Kathgodam https://t.co/kjnNYrchsH'
b'Train no.20505 pnr.6328163892 Quality of food and service is improving day by day https://t.co/KoJM10dBAU'
b'train no 22812 coach no b-7 seat no 62 pnr no -2160894385 food quality is very good staff behaviour https://t.co/C04a8moi0r'
b'Sir I wish to bring to your notice that the biggest corruption malpractice of overcharging for beverage https://t.co/U2Q9a4DIQ3'
b'reporting from 12424 Where is the cleanliness I have traveled after 2 years and the train is same https://t.co/GvvKwOw0lU'
b'train 12423 pnr 6728136543 food quality is good and staff behaviour is staissfctory. https://t.co/BqkPcnMxBd'
b'_G Railway staffs are creating bad images of indian railways by asking tips and a https://t.co/ZQegCtev7d'
b'Travelling in Rajdhani express (20506 again Indian railway prove them the coach condition https://t.co/eIYF1bhHjH'
"b""Haven't travelled in the train recently but do not agree with your assessment though Railway food is actu https://t.co/iEwAEgP4D6"""
b'I have ordered on e-catering service of indian railway &amp i have done m https://t.co/yESXaak2Eq'
b'train no 22823 coach no b-11 seat no-7 pnr no-6227121286 food quality is very good staff behaviour al https://t.co/ZBFoJ5kJVG'
b'RT traveling from Delhi to Gwalior good-healthy-hot food served by well behaved staff indian railway is changing.thank you \xe2\x80\xa6'
b'I have ordered on e-catering service of indian railway &amp i have done m https://t.co/yESXaak2Eq'
b'Even Western Railway wing of Indian Railways has embraced #GoT https://t.co/heloNyPYMr'
b'RT _arora New railway projects Stadiums super speciality hospitals most of the Indian households with television telephone or m\xe2\x80\xa6'
b'we have booked two seats one of them is middle seat ...the point where we hang the middle seat is not https://t.co/tee1YcPeCJ'
"b""JeM 'threatens to blow up railway stations in western Uttar Pradesh The New Indian Express https://t.co/J5ykClQ5mF"""
b'Sir Once again worst railway network of the world called Indian Railways get us delay.... We all 2 k https://t.co/pCyLH9AT7e'
b'RT Shame on Indian Railways No Marathi announcement at Nagpur railway station. 70Years now Independence and\xe2\x80\xa6'
b'RT _arora New railway projects Stadiums super speciality hospitals most of the Indian households with television telephone or m\xe2\x80\xa6'
b'I have booked the ac 2 tyer ticket bit now i am seeinh that there is no ac 2 tyer coach in train 14056 https://t.co/j2JS5CJPy8'
b'RRB NTPC Recruitment Exam 2019 Here\xe2\x80\x99s Why Indian Railway Withdraw 69 DLW Vacancies Change Post Preference Online https://t.co/uiWVD1QN9V'
b'RT _arora New railway projects Stadiums super speciality hospitals most of the Indian households with television telephone or m\xe2\x80\xa6'
